voiceID,mfcc_feature0,mfcc_feature1,mfcc_feature2,mfcc_feature3,mfcc_feature4,mfcc_feature5,mfcc_feature6,mfcc_feature7,mfcc_feature8,mfcc_feature9,mfcc_feature10,mfcc_feature11,mfcc_feature12,label
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk1.wav,907.1824094647077,251.975230898167,63.3290508906549,41.040757261176935,44.57235362445744,13.081767935937968,-34.41523395852395,-9.700802294644616,-28.76800638596795,-21.168070039170594,-0.19510357807413392,-19.27621252393797,-27.147446477866076,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk20.wav,582.056348891892,236.07908131069118,108.74751230975143,33.527468710511826,39.009096147129014,12.05165508057433,-13.606618786704447,25.036401946437277,-4.890189736926199,9.686499316945765,6.993048513458119,-13.44081470219835,-19.92997974212056,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk10.wav,839.5303300300233,159.53043483357,79.3315548740486,55.453419060076634,2.489051288339654,-2.3866749817812223,-29.02251862107304,8.636493633514785,-15.746681961606315,-16.912445108003496,-0.4752326870824558,-19.582022937436033,-11.992647691359524,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk11.wav,808.5102093487153,214.57771978849993,94.1699036269046,55.634617180191036,23.1699764398922,4.681963404177445,-16.36149543159571,11.501717635689047,-23.900541682115428,-9.893061825562738,-8.070594506066183,-29.43424481552598,-19.70603376050546,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk17.wav,772.9656214272148,181.0908601306253,76.67108025881956,43.877325249607,19.597229499669638,12.110708400709056,-10.418346694172445,13.52987502298985,-25.36438266215322,2.1209764822260224,0.7967610565717741,-13.111539750683583,-12.758092563560838,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk14.wav,1011.8605342711134,193.26855198679274,51.14506160155122,2.915909095302771,26.30840331039906,2.333240961295575,-13.508294058230856,-15.89830948080537,-44.093945840608924,20.446348779175928,23.302669979372222,5.196550355255732,-42.43598841118948,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk18.wav,781.7571524868339,186.81051572194656,76.46176458005678,44.28801127532276,36.94362773253481,13.282595432896422,-25.612835130856148,0.0895366882491064,-31.211595106851593,0.5438937831710652,-3.034539161661071,-26.24761194285931,-21.315771579042014,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk16.wav,787.0963030495809,205.45179979829342,85.25611110611858,49.0571656927529,28.12546769541407,8.865518047163693,-20.181486794326936,6.243473870289397,-33.59090914614158,-3.384046279549067,-0.6129427311985238,-19.508974134589195,-18.497899375525154,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk9.wav,726.1053295429797,245.38214149095592,105.51145997977196,43.39914469690369,28.92139909756331,7.635032949501544,-25.72647182230106,11.827413976103003,-17.09442610670024,-13.33225259873581,-7.666056156358013,-29.071398554207665,-27.96892723240611,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk6.wav,728.4246124160338,297.28812650253116,85.92402159744312,4.806455552291827,47.699976021623165,8.482990794376466,-38.087726774163336,-3.107424522546239,-37.38689542272347,1.3953500278275435,-1.5335318729221827,-7.821049662261343,-24.9463177716239,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk4.wav,775.4593683864148,199.57489315039584,98.49525717222075,67.69265719973103,41.48541896744459,20.384696080519166,-27.998229619251102,5.079987408265302,-24.943425617682173,-7.354970482898457,-10.425125252064717,-32.68424752844447,-21.737275402112616,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk19.wav,855.73834757623,181.25699842729568,69.17468303281207,42.63015985587549,12.579528930631584,0.9200644513904185,-24.22628633523229,5.89019726499941,-42.31157364356838,-0.9726875622399856,0.43359854521156244,-18.536046381540032,-18.089091353295725,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk24.wav,908.0162622513976,190.9868515628104,59.810799255749785,47.639275090051996,26.38180428143537,10.286117172408222,-43.14934368136455,-13.47295735742417,-41.371255740770614,-9.610700027649806,7.3341046772845155,-17.50538176590256,-24.198886817211548,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk22.wav,848.5995079518395,164.43790308431755,53.841146006709145,44.272646305631376,29.018419206599905,13.176195626874113,-33.32463084210179,-13.180074199156696,-32.592089874472,4.848051485683708,5.619165261522001,-8.347845737554575,-22.384460433248194,0
../data/raw/MDVR-KCL/MDVR/HC/ID10/chunk21.wav,765.2492289414135,223.03001663351483,93.62571423723172,42.53507216729663,42.76081934237336,12.740125215256612,-34.34057598327013,-2.3543140367956488,-29.16316117869889,-4.724383481528512,-9.018889176491786,-30.009542030354105,-27.91956265741862,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk2.wav,894.4912614665405,212.1669268500587,48.173362863818674,53.27012203723118,-49.75993290805843,-11.435924244134656,-51.95145871552196,-31.688487827671207,-49.20080669404679,-12.869970508778101,-11.589313992233262,-38.002140347264046,16.97618106796598,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk27.wav,852.7528337638228,321.3554371308298,88.68304293715106,49.56245948898289,-83.38284576101587,-71.65526555579429,-9.770304093188864,4.552444861745827,-26.413342108955877,2.6241868000282373,-47.83133326619912,-4.704650437357837,49.39176861071943,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk3.wav,820.6165066159332,236.54733014685775,63.07916644550202,66.5318269376032,-39.942839524110035,-11.372591449572186,-43.26449517556719,-27.057810134911417,-39.88169097923382,-2.371480394874612,-10.7339571072793,-33.39635881065474,17.12582168685166,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk8.wav,981.4984518710708,297.2208846634166,84.14931082577236,32.066016763306074,-123.6646723017769,-15.943445847632004,-60.4584248908395,-23.582169364377698,-31.821934533037442,-1.4438977798784007,-11.233458012589988,-37.13878562965727,32.285717742730824,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk31.wav,930.0013302757164,226.21683787745852,44.24166509547916,45.21565544559956,-67.49322155122242,-68.21351790652061,-33.77633101310491,-22.268237835778535,6.760987901934544,-6.106043949528194,-39.14016658832596,2.473009702068375,25.128602064945323,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk7.wav,850.9319295772003,279.157704229452,66.36419190571053,49.36683947826772,-30.68392305215644,-8.663081585560727,-61.903602092283975,-22.819540737458357,-44.66074409741965,-4.880627741989372,-5.424756368971765,-36.27457400539382,29.022532263982427,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk23.wav,940.650502819675,229.74663570453112,34.19244369706519,10.607144444781579,-50.59113725186441,-34.02353564993468,-24.37394217880064,-31.592363373825084,-24.842992347776256,6.765649755565771,-26.085840835969396,9.978440981268312,40.1280877585915,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk13.wav,1020.5392564472011,204.3399979643603,17.98091160078438,127.40892259044561,63.432979884126624,37.44048503167766,-129.93284419838034,-88.11931223515829,-27.53388566182289,2.9666489182947564,-21.75430793086392,-43.54178556542824,9.171886748996249,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk25.wav,994.7159043933207,249.46803303751184,37.11008302287086,-10.11970160841862,-79.80221592208544,-40.23192527890084,-31.667895697350577,9.29212392203087,2.4569133631008144,25.772941636925854,0.19292512262344255,-8.330086335082528,39.44171104591636,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk29.wav,683.0555114216962,203.34958087714762,60.39126538798511,64.61684336652104,-16.34692629596353,-32.859506239026885,-30.682111561899006,-35.07249114205571,-6.610307258670246,20.491634530409492,-25.006243620828815,-5.906901602980697,20.36647360940547,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk26.wav,1140.9161260980652,275.2714298825342,-18.332804246612678,34.05115862744701,-52.539027760175074,-24.86784281702408,-30.41225900261951,-60.16198280131468,-33.669885507562036,35.02446040572791,4.208203642241447,11.508495696764458,39.16624139825371,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk12.wav,878.7187516394297,208.66824957319864,80.01645240204063,45.599488997234296,-81.9182629660401,-29.110527018200482,-32.443247323619985,4.7025358030856905,11.71280811375703,18.078405722416072,-29.439475483306214,-23.64098872412298,28.770313248941417,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk15.wav,921.183148092308,325.5303191870164,91.45068453414399,18.94172029218292,-84.08267046703544,-21.497353101544288,-47.04309249613928,-32.09276920770282,-18.952341403699602,-6.47162155642008,-24.15254869679505,-35.012963459456316,36.24160560291763,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk5.wav,618.4405224388896,235.24376549893788,69.88826261273447,56.305336092322285,34.16277408269973,11.559569991635747,-69.0831552797879,-45.153494620292186,-33.38078341316995,1.6704752263853748,-18.37794129112552,-13.165376083860123,-0.5431443304248844,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk28.wav,750.1116673618775,285.64079978127023,74.0418130062125,78.32054761665137,-19.008853633242325,-20.3015160940313,-35.316752274717004,-16.207476044427207,-29.764679724848776,-16.16636197688035,-19.724850763700157,-15.671094627407072,20.178311576961235,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk34.wav,1037.0533650570253,275.13501832011207,4.985694905279438,-24.990772319339715,-1.9833684841630825,-52.221484261621406,-15.350601647399863,-13.450641321528023,-11.86623669715743,42.08338170760658,5.9049022258178425,-10.706290401512396,21.88680787257488,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk0.wav,912.1863138264108,0.26440146746409765,105.62084836954395,96.49380874590638,53.329527907809535,65.96809356176813,23.536283838219198,59.92400351169547,24.970741922913554,45.02038299506213,25.462323541134975,26.811476955848676,24.8484535567223,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk1.wav,961.9108631630903,214.83812759297277,66.12865422498221,78.92280486494319,0.20439723265425458,18.38557897429359,-38.35993395875465,-65.17764739195668,-57.12844281190981,-29.93643928023849,17.752222817650154,9.537291473902865,-8.122792446372348,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk20.wav,870.2284478623891,186.4138877130003,38.67486655622908,100.94640753423542,-34.27324576326201,-26.741267233852817,-39.57495114137356,-23.0757181809511,-22.142934065525726,-3.273769471418501,-9.425809545833879,-11.481749817413878,22.598777105501153,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk10.wav,646.8441275528784,287.3669869064715,113.07929447714052,57.43039655617753,-23.465096150274512,16.728030999015235,-42.474924354412046,-37.10462137866646,-15.474362349977328,-4.81988045349609,-11.546352514692083,-27.389337026306762,13.89863631705065,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk33.wav,598.307788847283,300.3048874148328,89.84342325479275,19.397987840404742,-29.522364008987218,-17.20010608791601,-16.21705804066918,-14.648364040034384,-11.540590752114223,5.275296544131811,-7.900243831255725,4.884812791374896,29.87204219009157,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk11.wav,767.2054654111963,285.8578836668042,101.91231445086686,20.367881848839218,-28.08760472329901,-32.00588742950038,-56.64407438688324,-16.83170632217431,-3.1371719407529097,-5.625523392077613,-15.200509331596685,-19.499334649236136,29.070067247405326,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk17.wav,712.4614037683135,176.09178353224948,49.150643151489845,78.4671331455973,3.081771720693271,-0.8703756988266381,-43.75007225090545,-42.29898991563959,-14.384920488145097,10.500521332601798,-2.669050549173598,-9.299370888991747,15.77560137300115,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk14.wav,839.3096447393477,242.4283870336745,67.52292269578267,40.55550196681092,-59.91821328884452,-15.072119091340241,-38.06304949500221,-13.99677378751885,-16.451766262834948,9.020804147633353,-11.84910252477034,-28.552755143968994,34.77791794303827,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk18.wav,1019.6934262333604,285.06686230338215,50.96654754031752,103.68617102706028,-105.5786982074114,-152.9802845028364,-99.25160872663379,-25.61955756390632,19.060133613370823,29.65463657949966,-39.71374933242481,-19.11518946489675,27.962816906554185,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk16.wav,861.7437980946505,157.78565862420302,-18.870600795135285,68.03370668298435,3.147258974151966,-1.067461819289713,-66.01423475465852,-20.713476230221183,6.865053955731225,21.134617373439877,-18.138978130100856,-27.820598537057286,35.63788550341974,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk32.wav,896.1165010522317,312.43806189358236,105.41909039301125,80.41772360542151,-56.49999801352931,-150.48039007740692,-97.95054628347339,-0.44249103522301364,3.633533051860059,55.04199742508017,-34.91294697299489,-6.761325984213197,6.272722261861822,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk9.wav,1011.6715036615732,254.52765196390556,3.4945379783320485,82.02060488085021,-42.32125568752068,14.365878584977477,-63.039376104307884,-58.19525278260932,-60.22812548688418,-31.102794653427555,-30.403581046434972,-33.204658772569665,-2.1847080468428186,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk6.wav,836.4453937503063,265.68673971144545,105.8811561157517,38.793414714192885,-46.035897492557666,14.33709085283117,-55.769297557489715,-0.43611563318926994,-15.089984663204094,0.6123681962819278,-23.44043694966001,-22.706876381316643,27.327739721976137,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk4.wav,788.1779771411234,286.5458788605764,70.72816687816693,28.008629198025524,-40.41252841202811,-8.0813880314464,-57.125197598104926,-14.581501444982745,-29.17292760939221,4.2118202219206,-8.584772816732835,-27.135846610738675,21.838581098311096,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk35.wav,753.1270521151101,246.26275829599118,73.13413957228352,47.08399231485963,-37.09235390582206,-12.159563922354339,-9.237829442804145,-38.90410345849437,-14.546808028420827,24.681376617038495,-13.685839942367451,-9.941978450224465,25.718533952525107,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk19.wav,847.4163833676862,281.3714446299288,67.88321613495941,38.69714021138993,-65.70309988661586,-20.29482365925804,-36.96630109134941,-25.283182439406644,-13.570622166296216,0.34155720044375915,-23.109840294172308,-8.228950470755933,34.719119573594234,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk24.wav,745.3825785010926,252.41027200717903,82.40288620103762,49.162522347731795,-58.91687143873158,-67.93842773739998,-44.209931880662744,11.7782916913427,15.23662694515935,22.744752547292038,-25.262914503459,-16.44523554473575,29.63193566591311,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk22.wav,861.0943800194351,180.33750127928013,42.67500070663083,82.13006110170168,-26.328948324411673,-1.505456413695764,-25.502167881333786,-36.24719850529716,-29.363734115972964,-12.452208409666387,-4.716096021003115,14.879314615416432,17.224331945513544,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk30.wav,1002.3270517909563,300.87749753186904,74.20314154927742,9.673459113304498,-118.11994048781281,-15.794058119766694,-23.333208621325973,-5.784533057193071,-22.485199494964547,6.235731050770436,-29.961122613765447,29.049516469882352,38.969932829419925,0
../data/raw/MDVR-KCL/MDVR/HC/ID23/chunk21.wav,746.9501123262627,249.07552397459412,105.36387404228117,59.05863149753929,-89.68359737880357,-57.69117717273844,-36.50065785907936,1.90046533951365,9.334548813575648,10.462041923377033,-12.315219347605339,-12.732600118168639,41.67890077677604,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk2.wav,769.0749071652494,152.7450552286369,121.2048900820412,83.31773346940012,37.07190445796354,31.411431700765046,-17.250038814755452,-5.716015519856892,-31.22905924427709,-8.259239454131821,5.464255138158469,-8.765165785118336,2.4408557096137375,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk27.wav,703.3419540110501,266.0306171619256,132.66524014758073,80.0504184938466,55.89309540910778,29.407863063798924,-31.589391641568312,4.768018844069685,-17.77179640802476,-11.082961837872807,-6.710638220997119,-13.96224678671147,-4.408665309015862,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk3.wav,955.2388191914737,174.45057409920705,115.43047120803166,111.09511212942566,35.379193581593825,56.953790069424564,-46.86587564342444,-29.06277436020822,-33.06693337468605,-17.09753444621554,-0.9841125408788289,-21.49544666573084,-16.20595689759404,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk8.wav,636.133882124437,137.40684254216734,127.63385451225722,75.27352210705511,53.23715060327699,56.228013808969386,-22.79604458381647,-12.726607178826688,-40.75434191531097,-24.466902549200334,0.8338547431325036,-14.507050289041183,-2.5708500898010618,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk31.wav,630.1595213667109,224.2049640786308,162.9920273151773,79.13109439394299,30.772413296140922,1.0540327771650018,-43.02399451838682,4.387439859290631,-8.370933438156255,-0.4702946895244688,-16.256838452354934,-16.270014065972287,-2.907957147146326,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk7.wav,934.4295855857665,179.16831850289785,89.46163897221075,36.02938559173028,27.587577211242195,11.108059818540353,-32.85301796185889,-13.512446584779562,-36.04120406577707,-18.27333154945207,-9.194389364712864,-0.4036322262422091,15.415508859647893,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk23.wav,748.4434497006118,228.2055435499116,162.96567646844224,24.80011228407164,14.778592211353013,33.19803041464113,-33.7246651595109,1.7626091018059835,-22.402872288290407,-17.523765269583095,8.977623570992806,13.492890411080802,4.683592564566871,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk13.wav,803.0794333556365,242.55439293863537,148.57825343149716,-15.198502039771732,43.33751328552505,68.58553283872247,-35.45231283484744,-31.835567974683475,-35.13212230984096,-29.15297952744745,33.397603659846716,25.229383929884463,11.313329805306404,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk25.wav,852.1893830206272,223.65581162835633,91.30454314637358,20.109858093140556,-11.279740802155269,10.26984762078447,-14.130233484422913,16.23744659516177,-11.392168653351593,-1.5159675577659062,5.489122274778902,-9.29062459037088,-8.151886412291681,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk29.wav,818.163502599477,216.16593802684412,132.27242561504195,66.89579609380681,37.76635162512142,30.833693273930393,-30.599361596649466,3.5118515417442784,-20.55300146673308,-23.301489952285635,-4.830197072359257,-1.686521149362202,1.5225066350338334,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk26.wav,672.657386731139,225.29044162937993,129.48887294116759,53.994210352115644,28.96830739739955,19.386530751954645,-24.81565143983545,7.981528438300532,-14.293524521784644,-5.94261135403672,-0.8626474326090969,-6.566851496168866,-0.7335265774339206,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk12.wav,614.5478201210699,202.27996250990165,150.099773745105,103.38149636808612,66.5568901535824,34.15515149925417,-22.53233038338159,-0.1790766406793741,-25.692460681798952,-9.878604104060477,-14.58056362484349,-5.530686710037263,-5.817605365949249,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk15.wav,906.9012747569423,154.7694866439136,120.66016682612991,49.39125031789108,15.705896846523606,13.358490778423894,-20.753615243930067,19.511255901969584,-22.78502356490718,-21.436889304219257,7.154653786205103,-1.6680226895164805,4.04476504789486,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk5.wav,663.8490076426135,231.95254168764203,143.98516921634888,51.44342929488416,24.223135045002888,19.082065953653828,-47.018245253383064,-9.335687744188986,-18.98121486282618,-8.475090410100739,-2.9959221326547367,-9.8415262514766,6.729663083762623,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk28.wav,972.0693732632461,125.22675676090952,76.72292731830734,93.2430862554386,11.865152210860629,-3.5899323927808244,-34.3451326181353,7.511213870718617,-13.247638905020953,-20.443767326787782,-5.62683615958774,-15.660483352251601,-12.250739533397406,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk0.wav,1062.9240577007895,295.4662584373079,76.39151053202437,32.86508381948985,80.78980162076574,42.3748833152408,-37.78054775703197,-57.10193268501666,-20.144264555771784,-15.010774197111756,-12.884049208385933,-1.0650335618486144,7.100236174834228,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk1.wav,1190.06256937013,162.23109582865084,124.1758646891501,11.825168278049832,37.83746669343644,54.46117964541401,-39.30605038791055,-12.758693542517593,-29.88507814780111,-10.55068234891159,-2.5218683176098033,-33.949102990570324,2.5360112457071557,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk20.wav,563.4505308298501,218.21703414649787,161.97975930660442,37.0505631759909,34.05316610087441,4.115671664660325,-50.50710033945159,-2.289545492255857,-21.281230318754623,-15.930465853010945,11.450872822323571,18.461743796061544,11.232387751438061,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk10.wav,954.2897306307221,340.4458331107674,81.74061413269922,-48.77078239465396,-1.5050002211197746,-33.94659445068046,-8.186641758610294,0.4134897390222423,12.284542919185132,16.248897008991506,-6.230764071766867,4.251374199852922,10.661043534469409,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk11.wav,773.1034701315435,185.49596977221648,119.42309212773914,106.20475533573753,55.6284222818327,51.294660441392224,-23.15753259072192,-20.089341002632125,-50.53738816172441,-14.846502180167167,-1.136143901195294,-24.85008642947705,-6.544082579368482,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk17.wav,731.2642472340627,328.3860380082792,209.11893507119538,-49.684250000085335,25.962572906741244,43.38318176120499,-20.530600961475077,10.63515369519056,-29.101456131200422,-19.307355134792566,16.86481293786155,-9.018964287333466,-0.5662340133760867,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk14.wav,752.4491730560768,207.1103880501699,95.69669479112113,22.031610052450844,27.6841175408891,-9.493848988324686,-34.67263344554705,24.178691031769027,-18.130401697728747,-9.703566847576448,-7.823525552626757,-9.051050619377365,26.67851874913406,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk18.wav,750.3145214310069,161.9590431946902,128.77999913785342,61.78407249548253,30.593467893984112,37.78982859907523,-14.386901064649004,22.169976009470723,-12.833163028639085,-22.71259349545526,-0.2281591894129398,-6.491823393892362,-4.505548979484327,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk16.wav,883.8907803977082,133.1136481235474,125.99143123156952,59.80642109170435,37.26128590753227,24.61479216320954,-41.3609601229969,-10.591082359742781,-33.669317254484376,-16.292364152943335,6.944653099398651,0.2191088398506641,9.158229006392347,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk32.wav,844.1331442036585,155.16178217215207,107.60622789378453,65.8020833637149,18.51480480070776,9.017508091689537,-33.085647316550684,6.302586152414839,-31.027630339931047,-20.452515877963528,13.764584171397452,6.0183232963220075,7.889654285587855,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk9.wav,683.2515270023939,197.79909734634583,157.97124002630525,102.29357621472042,64.58787794379508,27.580559563994285,-25.777717695979085,-12.121945468202222,-19.461802282250428,-12.58200227956098,-13.509907629558832,-9.627646619713362,-6.604279252773935,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk6.wav,837.2401396922912,335.08641974301725,116.75516315379716,-72.28722192529573,41.55959336828392,25.191933282424507,-29.396618585858562,-8.181358487549998,-45.71362937212821,-23.346118245632947,14.200150730783935,25.019671503520463,37.843408103549116,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk4.wav,679.0641662593328,192.70892545456337,137.1773098973708,75.01084653588724,37.42426103394553,28.033453267149333,-32.84101903469389,-10.10229146857122,-32.40746005051534,-10.356753250766529,2.6781096317052198,-0.9146565269365193,8.160972148437924,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk19.wav,646.8476117053204,180.1426868445228,146.18596532064424,35.391777265283935,43.47776745075412,29.435473329448,-27.909248390353685,3.9864675631185595,-26.338927543450563,-11.857665887022579,17.680055646424087,6.528821802638429,8.854752115833971,0
../data/raw/MDVR-KCL/MDVR/HC/ID36/chunk24.wav,749.3289148917036,153.4831239737421,126.653259514804,74.47174626454809,45.97335974846959,29.429328344049637,-24.554735388586412,-3.018502975818815,-25.951385422819147,-16.070818939515306,7.593428348168369,-4.864977523918732,5.0973974398719495,0
